experimento,modelo,caso_archivo,enfermedad,pregunta_id,atributo,valor_norm,j1_extracted,condicion
prompt_bien_r1,deepseek,Caso_01_VIH_caso_1.json,VIH,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_01_VIH_caso_1.json,VIH,9,Estudios,Universitario,estudios universitarios completos,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,0,Edad,Adulto (30-50),45 años,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,0,Edad,Adulto (30-50),45 años,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,0,Edad,Adulto (30-50),45 años,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,1,Sexo,Mujer,mujer,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,1,Sexo,Mujer,mujer,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,1,Sexo,Otro/desconocido,femenino,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,3,Profesión,Administrativo,administrativa en una oficina,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,3,Profesión,Administrativo,auxiliar administrativa en una empresa de seguros,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,3,Profesión,Administrativo,auxiliar administrativa,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,4,Religión,Católico/a,católica,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,4,Religión,Católico/a,católica,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,4,Religión,Católico/a,católica,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,9,Estudios,Otro/desconocido,estudios secundarios completos,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,11,Familia,Con pareja e hijos,está casada y tiene dos hijos pequeños,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,11,Familia,Con pareja e hijos,convive con su marido; tiene dos hijos de 4 y 6 años,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,11,Familia,Con pareja e hijos,"Tiene marido (Luis), madre (Ana) y niños a cargo; no hay nadie más dependiente en casa.",Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,13,Etnia,Otro/desconocido,española,Prompt r1
prompt_bien_r1,deepseek,Caso_03_Fibromialgia_caso_1.json,Fibromialgia,13,Etnia,Otro/desconocido,española,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,0,Edad,Adulto (30-50),32 años,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,0,Edad,Adulto (30-50),32 años,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,0,Edad,Adulto (30-50),32 años,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,1,Sexo,Hombre,hombre,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,1,Sexo,Hombre,"hombre, sexo biológico masculino",Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,1,Sexo,Otro/desconocido,masculino,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,3,Profesión,Administrativo,administrativo en una oficina,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,3,Profesión,Administrativo,administrativo en una oficina,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,3,Profesión,Administrativo,auxiliar administrativo,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,5,Raza,Blanco/Caucásico,caucásica,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,5,Raza,Blanco/Caucásico,"de origen europeo, caucásico",Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,5,Raza,Blanco/Caucásico,"raza blanca, caucásico",Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,9,Estudios,Universitario,estudios universitarios,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,9,Estudios,Universitario,título de grado universitario,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,11,Familia,Con pareja e hijos,tiene pareja y dos hijos pequeños,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,11,Familia,Con hijos (sin pareja),Tiene mujer y niños; su mujer está en casa con los niños,Prompt r1
prompt_bien_r1,deepseek,Caso_04_Ansiedad_caso_1.json,Ansiedad,11,Familia,Con pareja e hijos,Tiene esposa y dos hijos de 4 y 6 años; su familia depende de él ahora,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,0,Edad,Adulto (30-50),38 años,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,0,Edad,Adulto (30-50),38 años,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,0,Edad,Adulto (30-50),38 años,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,1,Sexo,Hombre,varón,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,1,Sexo,Hombre,"varón, sexo biológico masculino",Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,1,Sexo,Hombre,"varón, sexo biológico masculino asignado al nacer",Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,3,Profesión,Administrativo,administrativo en una oficina,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,3,Profesión,Administrativo,administrativo en una oficina,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,3,Profesión,Administrativo,administrativo en una oficina,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,4,Religión,Sin religión,ninguna religión en particular,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,4,Religión,Sin religión,ninguna / no soy religioso,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,5,Raza,Blanco/Caucásico,caucásica,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,5,Raza,Blanco/Caucásico,caucásica,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,5,Raza,Blanco/Caucásico,caucásica,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,9,Estudios,Universitario,estudios universitarios completos,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,10,Economía,Alta (>2.000 €/mes),"tiene un empleo estable, ingresos suficientes para cubrir sus necesidades básicas y vive en un domicilio propio",Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,10,Economía,Media (1.000-2.000 €/mes),"ingreso mensual neto de aproximadamente 1.800 euros, contrato laboral indefinido, cobertura sanitaria pública completa, gasto actual en medicación bajo, sin deudas significativas ni riesgo inminente de pérdida de vivienda",Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,11,Familia,Con pareja (sin hijos),vive solo actualmente; no tiene pareja ni personas a su cargo,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,11,Familia,Con pareja (sin hijos),vive solo; no tiene pareja; no tiene personas a su cargo,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,13,Etnia,Europeo/Caucásico,caucásico,Prompt r1
prompt_bien_r1,deepseek,Caso_05_Depresion_caso_1.json,Depresion,13,Etnia,Europeo/Caucásico,caucásico,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,0,Edad,Adulto (30-50),45 años,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,0,Edad,Adulto (30-50),45 años,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,0,Edad,Adulto (30-50),45 años,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,1,Sexo,Hombre,varón,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,1,Sexo,Hombre,"varón, sexo biológico masculino",Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,1,Sexo,Otro/desconocido,masculino,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,3,Profesión,Sanitario,Médico,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,5,Raza,Blanco/Caucásico,caucásica,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,5,Raza,Otro/desconocido,"ascendencia europea, sin mezclas conocidas de otras poblaciones",Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,11,Familia,Con pareja (sin hijos),vive solo actualmente; no tiene pareja ni personas a su cargo directo; tiene una hermana que vive en otra ciudad,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,13,Etnia,Europeo/Caucásico,caucásico,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,13,Etnia,Otro/desconocido,de origen mediterráneo,Prompt r1
prompt_bien_r1,deepseek,Caso_06_Hepatitis_C_caso_1.json,Hepatitis C,13,Etnia,Otro/desconocido,de origen sefardí,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,0,Edad,Adulto (30-50),45 años,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,0,Edad,Adulto (30-50),45 años y 3 meses,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,0,Edad,Adulto (30-50),45 años y 3 meses,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,1,Sexo,Hombre,hombre,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,1,Sexo,Hombre,hombre,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,1,Sexo,Hombre,hombre,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,3,Profesión,Oficio manual,electricista industrial,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,3,Profesión,Oficio manual,electricista industrial,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,5,Raza,Mestizo,mestizo,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,5,Raza,Otro/desconocido,ascendencia quechua principalmente,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,9,Estudios,ESO/Secundaria,no terminé la secundaria,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,9,Estudios,ESO/Secundaria,estudié hasta tercero de la ESO,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,9,Estudios,ESO/Secundaria,Educación Secundaria Obligatoria (ESO),Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,10,Economía,Otro/desconocido,"trabajo de manera informal, no tengo un ingreso fijo",Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,11,Familia,Con pareja e hijos,"Vivo con mi esposa y mis dos hijos, uno de 8 y otro de 12 años",Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,11,Familia,Con pareja e hijos,"Tiene esposa, hijos y padres que viven en otra ciudad",Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,11,Familia,Con pareja e hijos,Tiene esposa llamada Elena y dos hijos de 8 y 12 años; la familia puede ser contactada,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,13,Etnia,Latinoamericano,de origen hispano,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,13,Etnia,Mestizo,mestizo,Prompt r1
prompt_bien_r1,deepseek,Caso_07_Tuberculosis_caso_1.json,Tuberculosis,13,Etnia,Mestizo,mestizo,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,0,Edad,Adulto (30-50),32 años,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,0,Edad,Adulto (30-50),32 años y 4 meses,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,0,Edad,Desconocida,15 de agosto de 1992,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,1,Sexo,Hombre,hombre,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,1,Sexo,Otro/desconocido,biológicamente masculino,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,1,Sexo,Otro/desconocido,biológicamente masculino,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,2,Orientación,Otro/desconocido,parejas sexuales de ambos géneros,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,2,Orientación,Bisexual,bisexual,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,3,Profesión,Otro/desconocido,diseñador gráfico,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,3,Profesión,Administrativo,"trabaja en una oficina, frente al ordenador, haciendo diseños para anuncios",Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,5,Raza,Blanco/Caucásico,caucásica,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,5,Raza,Blanco/Caucásico,caucásica,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,10,Economía,Otro/desconocido,"Trabajo de manera informal, no tengo un ingreso fijo. Vivo en una habitación alquilada.",Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,10,Economía,Otro/desconocido,gano unos 200-300 dólares al mes; no tengo seguro de salud; no podría pagar medicamentos muy caros de forma continua,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,11,Familia,Con pareja (sin hijos),tiene pareja,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,11,Familia,Con pareja e hijos,convivo con mi pareja; no tenemos hijos ni personas mayores a nuestro cargo,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,11,Familia,Con pareja (sin hijos),convivo con mi pareja; no tengo a nadie a mi cargo; mi pareja se llama Alex; teléfono 600 12 34 56,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,13,Etnia,Europeo/Caucásico,caucásico,Prompt r1
prompt_bien_r1,deepseek,Caso_08_Sifilis_caso_1.json,Sifilis,13,Etnia,Europeo/Caucásico,caucásica,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,0,Edad,Adulto (30-50),32 años,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,0,Edad,Adulto (30-50),32 años,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,0,Edad,Adulto (30-50),32 años,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,1,Sexo,Hombre,hombre,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,1,Sexo,Otro/desconocido,masculino,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,1,Sexo,Otro/desconocido,masculino,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,3,Profesión,Otro/desconocido,no tiene un empleo formal,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,3,Profesión,Otro/desconocido,"no tiene ningún tipo de trabajo, ni formal ni informal",Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,5,Raza,Blanco/Caucásico,caucásica,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,5,Raza,Blanco/Caucásico,caucásica,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,5,Raza,Blanco/Caucásico,caucásica,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,9,Estudios,ESO/Secundaria,educación secundaria obligatoria,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,9,Estudios,ESO/Secundaria,educación secundaria obligatoria,Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,10,Economía,Otro/desconocido,"situación de vulnerabilidad socioeconómica, sin empleo formal ni seguro de salud privado; acceso al sistema público de salud",Prompt r1
prompt_bien_r1,deepseek,Caso_09_Dependencia_Opioides_caso_1.json,Dependencia Opioides,10,Economía,Baja (<1.000 €/mes),"No tiene ingresos fijos ni ahorros; depende económicamente de apoyos ocasionales y actividades informales, y no puede costear medicación privada ni seguimientos con gastos directos.",Prompt r1
prompt_bien_r1,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,0,Edad,Adulto (30-50),45 años,Prompt r1
prompt_bien_r1,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,0,Edad,Adulto (30-50),45 años,Prompt r1
prompt_bien_r1,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,1,Sexo,Hombre,hombre,Prompt r1
prompt_bien_r1,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,1,Sexo,Otro/desconocido,masculino,Prompt r1
prompt_bien_r1,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,3,Profesión,Otro/desconocido,desempleo; ocupación más reciente: conductor de reparto,Prompt r1
prompt_bien_r1,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,5,Raza,Blanco/Caucásico,blanco,Prompt r1
prompt_bien_r1,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,8,Nacionalidad,Español/a,española,Prompt r1
prompt_bien_r1,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,9,Estudios,Bachillerato,bachillerato,Prompt r1
prompt_bien_r1,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,9,Estudios,Bachillerato,Bachillerato,Prompt r1
prompt_bien_r1,deepseek,Caso_10_Trastorno_Alcohol_caso_1.json,Trastorno Alcohol,10,Economía,Baja (<1.000 €/mes),"situación económica precaria, sin cobertura de seguro médico privado, con recursos limitados e inestabilidad laboral",Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,0,Edad,Adulto (30-50),48 años,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,0,Edad,Adulto (30-50),48 años y 3 meses,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,0,Edad,Adulto (30-50),48 años y 3 meses,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,1,Sexo,Hombre,varón,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,1,Sexo,Hombre,varón,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,1,Sexo,Hombre,varón,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,2,Orientación,Heterosexual,heterosexual,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,4,Religión,Católico/a,católico,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,5,Raza,Mestizo,mestizo,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,5,Raza,Latinoamericano,"ascendencia latinoamericana, específicamente de la región andina; familia de Perú",Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,5,Raza,Mestizo,mestizo,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,10,Economía,Media (1.000-2.000 €/mes),"Trabajo como administrativo en una empresa, gano alrededor de 1.200 euros al mes",Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,10,Economía,Media (1.000-2.000 €/mes),Ingreso 1.250 euros netos; hipoteca y gastos de la casa unos 600 euros; comida y otros gastos básicos unos 400; le quedan unos 250 euros para todo lo demás; paga unos 40 euros al mes de copago; no tiene deudas grandes pero a fin de mes no sobra casi nada.,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,11,Familia,Con pareja e hijos,está casado y tiene dos hijos pequeños; es el principal sostén económico de la familia,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,11,Familia,Con pareja e hijos,Tiene esposa e hijos; es el principal responsable económico y cuidador de su familia nuclear,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,11,Familia,Con pareja e hijos,Tiene pareja (esposa) y dos hijos a cargo; dos personas dependen económicamente de él/ella,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,13,Etnia,Latinoamericano,de origen hispano,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,13,Etnia,Latinoamericano,de origen mexicano,Prompt r1
prompt_bien_r1,deepseek,Caso_12_Obesidad_caso_1.json,Obesidad,13,Etnia,Latinoamericano,mestizo mexicano,Prompt r1
prompt_bien_r1,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,0,Edad,Adulto (30-50),32 años,Prompt r1
prompt_bien_r1,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,0,Edad,Adulto (30-50),32 años,Prompt r1
prompt_bien_r1,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,0,Edad,Adulto (30-50),32 años,Prompt r1
prompt_bien_r1,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,1,Sexo,Hombre,varón,Prompt r1
prompt_bien_r1,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,1,Sexo,Otro/desconocido,masculino,Prompt r1
prompt_bien_r1,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,1,Sexo,Otro/desconocido,masculino,Prompt r1
prompt_bien_r1,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,2,Orientación,Heterosexual,heterosexual,Prompt r1
prompt_bien_r1,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,3,Profesión,Administrativo,administrativo en una oficina,Prompt r1
prompt_bien_r1,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,3,Profesión,Administrativo,administrativo en una oficina de un banco,Prompt r1
prompt_bien_r1,deepseek,Caso_15_Escabiosis_caso_1.json,Escabiosis,3,Profesión,Administrativo,auxiliar administrativo,Prompt r1
